"marker","129S1/SvImJ","A/J","C57BL/6J","CAST/EiJ","NOD/ShiLtJ","NZO/HILtJ","PWK/PhJ","WSB/EiJ"
"UNC081398378",0.034,0.0335,0.033,0.633,0.48,0.0295,0.5425,0.42
"UNC081422314",0.0875,1.232,1.117,0.122,0.118,1.192,0.116,1.198
"UNC081450048",0.867,0.947,0.937,0.0345,0.005,0.899,0.0285,0.013
"UNC081453674",0.934,0.9875,0.853,0.3425,1.061,0.512,0.303,0.882
"UNC081481218",0.0085,0.0085,0.008,0.014,0.015,0.9815,1.192,0.93
"UNC081541964",0.754,0.007,0.773,0.5665,0.007,0.825,0.006,0.002
"UNC081573235",0.189,0.196,0.555,0.194,0.163,0.574,0.0885,0.075
"UNC081602482",0.3315,0.342,0.329,0.3385,0.269,0.351,0.2685,0.3
"UNC090002459",0.778,0.81,0.737,0.8175,0.95,0.7915,0.7135,0.655
"UNC090003543",0.188,0.897,0.941,0.1875,0.194,0.954,0.1815,0.153
"UNC090005183",0.694,0.6885,0.551,0.7335,0.83,0.6635,0.688,0.622
"UNC090007514",0.033,1.449,1.4,0.03,0.03,1.4265,0.028,0.031
"UNC090008393",1.1585,1.143,1.058,1.189,1.457,1.182,1.218,1.13
"UNC090008501",0.703,0.1555,0.125,0.63,0.205,0.156,0.555,0.722
"UNC090009177",1.0635,1.03,0.026,1.228,0.018,0.027,1.185,1.043
"UNC090009226",1.0655,0.1105,0.067,1.177,0.084,0.0755,0.085,1.137
"UNC090013367",1.508,1.4015,1.336,1.5725,1.926,1.427,1.4375,1.333
"UNC090013865",1.116,0.036,0.028,1.189,0.037,1.1495,0.984,1.108
"UNC090015271",0.133,0.8845,0.907,0.1075,0.814,0.0945,0.904,0.09
"UNC090015800",2.225,2.1785,2.114,2.2515,2.815,2.262,2.1535,2.122
"UNC090017257",0.5915,0.574,0.483,0.5495,0.66,0.505,0.4885,0.524
"UNC090017673",0.6475,0.0535,0.045,0.2875,0.048,0.768,0.2135,0.743
"UNC090020392",0.227,0.3075,0.267,0.2285,0.33,0.1925,0.219,0.222
"UNC090022712",0.347,0.3145,0.283,0.424,0.376,0.316,0.3365,0.288
"UNC090022809",0.379,0.3615,0.11,0.451,0.326,0.394,0.3685,0.358
"UNC090023044",0.75,0.038,0.028,0.0275,0.033,0.691,0.0325,0.658
"UNC090024051",0.9645,0.8765,0.842,0.987,1.29,0.9955,0.991,0.985
"UNC090025985",0.437,0.0845,0.068,0.376,0.228,0.433,0.075,0.054
"UNC090026562",1.1385,1.136,1.137,1.2005,1.582,1.185,1.15,1.091
"UNC090026737",1.391,1.359,1.27,1.4705,1.792,1.373,1.353,1.305
"UNC090026808",0.0335,0.04,0.751,0.031,0.916,0.044,0.029,0.02
"UNC090027347",0.317,0.3435,0.022,0.334,0.34,0.2935,0.025,0.325
"UNC090033934",0.2605,0.248,1.316,0.1555,1.484,0.1425,0.1385,0.212
"UNC090037473",0.033,0.033,0.715,0.0265,0.015,0.0375,0.0255,0.016
"UNC090043639",0.441,0.402,0.027,0.3295,0.216,0.027,0.195,0.026
"UNC090044039",1.3195,1.29,1.128,1.339,1.695,1.297,1.314,1.255
"UNC090044289",1.0535,1.092,1.027,1.111,1.497,1.037,1.073,0.978
"UNC090044601",0.861,0.811,0.006,0.838,0.812,0.818,0.0105,0.689
"UNC090046830",0.4095,0.403,0.003,0.2845,0.006,0.378,0.297,0.001
"UNC090049240",0.785,0.822,0.077,0.1065,0.732,0.8585,0.079,0.079
"UNC090054023",0.638,0.667,1.237,1.1545,0.917,0.6865,0.7215,1.041
"UNC090062756",1.297,1.2095,0.01,0.0105,1.167,1.349,1.293,0.011
"UNC090064394",0.1205,1.0455,0.948,1.0885,0.82,0.107,1.0905,0.099
"UNC090071769",0.76,0.8245,0.021,0.03,0.755,0.0325,0.02,0.018
"UNC090074339",0.116,0.1165,0.996,0.0955,0.124,0.9825,0.0415,0.072
"UNC090092207",1.186,1.2305,0.336,0.3755,0.426,1.2585,0.3795,0.336
"UNC090093356",0.086,0.0745,0.061,0.0715,0.076,0.074,0.073,0.057
"UNC090094054",0.075,1.212,1.185,0.039,1.216,1.169,1.251,0.035
"UNC090103813",1.026,0.9895,0.058,0.919,0.989,0.066,1.076,0.987
"UNC090104930",1.391,1.3155,0.087,1.426,1.386,0.071,1.424,1.311
"UNC090105716",0.892,0.2665,0.258,0.0405,0.22,0.982,0.9425,1.091
"UNC090108723",0.9135,0.9885,0.016,0.013,0.013,0.916,0.0105,0.007
"UNC090108913",0.0385,0.019,1.011,0.02,0.016,0.017,0.028,0.025
"UNC090111709",1.1525,1.129,0.018,0.01,1.128,0.019,0.015,1.064
"UNC090113071",0.067,0.0685,1.435,0.068,0.068,1.5085,0.039,0.072
"UNC090114709",2.3205,2.305,2.167,2.462,2.863,2.288,2.4155,2.231
"UNC090115557",0.0415,1.268,1.207,0.0465,1.321,1.3,0.045,1.273
"UNC090121306",0.8025,0.8,0.564,0.728,0.853,0.6855,0.702,0.746
"UNC090121978",0.0945,0.056,0.927,0.06,0.039,0.049,0.079,0.093
"UNC090122925",0.039,0.039,0.818,0.09,0.657,0.029,0.0315,0.117
"UNC090123239",1.219,1.269,0.052,0.067,1.432,1.276,0.0405,1.277
"UNC090123645",1.0645,1.063,0.052,0.0235,1.067,0.0675,0.0275,0.07
"UNC090129073",1.437,1.4795,0.872,1.098,1.213,0.9875,1.475,1.318
"UNC090129902",2.367,2.2165,2.08,2.291,2.728,2.2215,2.1665,2.159
"UNC090134376",0.058,0.9625,0.849,1.044,1.002,0.842,0.007,0.057
"UNC090137212",0.14,1.2575,1.192,0.0295,1.438,1.1805,0.1135,0.058
"UNC090138839",0.0235,0.9605,0.845,0.9695,0.897,0.01,0.03,0.849
"UNC090139604",0.3655,0.39,0.584,0.2985,0.524,0.3915,0.2565,0.285
"UNC090141582",0.127,0.1235,1.071,0.1085,0.123,0.103,0.112,0.108
"UNC090144156",0.847,0.833,0.117,0.8255,0.722,0.8805,0.0105,0.124
"UNC090145124",0.004,0,1.12,1.1995,0.003,0.0055,1.257,0.001
"UNC090147057",0.7275,0.681,0.679,0.7415,0.867,0.6815,0.707,0.65
"UNC090147818",0.8235,0.8015,0.708,0.8565,0.995,0.764,0.799,0.71
"UNC090149921",0.0395,0.0475,0.755,0.0465,0.037,0.04,0.046,0.79
"UNC090152535",1.018,0.956,0.881,1.077,1.284,0.915,0.9805,0.883
"UNC090153823",0.016,0.017,1.165,1.319,0.009,0.0225,0.0155,1.202
"UNC090158607",0.1865,0.0565,0.076,0.167,0.03,0.074,0.1535,0.071
"UNC090162272",0.599,0.5785,0.016,0.0115,0.017,0.596,0.017,0.622
"UNC090163734",0.018,0.017,0.371,0.2405,0.163,0.0165,0.08,0.015
"UNC090165319",1.358,1.347,1.192,1.3945,1.828,1.332,1.3435,1.205
"UNC090166139",0.8835,0.811,0.656,0.889,1.054,0.779,0.7905,0.746
"UNC090168534",0.3595,0.44,0.584,0.4165,0.503,0.3395,0.2515,0.618
"UNC090175312",0.0545,0.1125,1.159,1.1055,0.06,1.1105,1.1945,1.129
"UNC090178541",0.0465,0.032,0.864,0.039,1.005,0.025,0.041,0.036
"UNC090180616",1.287,1.231,0.793,1.797,1.157,0.813,1.469,0.828
"UNC090181043",0.101,0.106,0.8,0.109,0.564,0.7525,0.1025,0.722
"UNC090183184",0.1325,0.1235,0.103,0.1115,0.153,0.1015,0.0965,0.1
"UNC090183309",0.0365,1.027,0.974,0.0175,1.024,1.0625,0.015,1.02
"UNC090186351",0.52,0.0155,0.026,0.434,0.035,0.5155,0.014,0.633
"UNC090187228",0.5975,0.5865,0.062,0.516,0.5,0.06,0.4785,0.04
"UNC090190668",0.069,0.0725,1.332,0.0715,0.046,0.0635,0.0655,1.393
"UNC090191063",0.3585,0.349,0.297,0.3945,0.441,0.329,0.321,0.292
"UNC090191994",0.0405,0.0455,1.344,0.051,0.026,0.061,0.069,1.373
"UNC090192472",0.0395,1.1085,1.137,1.0925,0.083,1.0925,1.15,0.08
"UNC090192599",1.18,0.9215,0.688,1.0905,1.114,1.069,0.5545,0.598
"UNC090199386",0.019,0.0155,1.209,1.269,0.018,0.0165,1.2985,0.014
"UNC090205938",0.429,0.45,0.43,0.5115,0.722,0.4385,0.488,0.39
"UNC090221051",0.1075,0.0765,0.594,0.063,0.092,0.0755,0.0955,0.074
"UNC090222736",0,5e-04,0.427,0.2545,0.001,0,0.2815,0.411
"UNC090223295",1.0795,1.093,0.012,1.0955,1.101,1.0675,0.0245,1.1
"UNC090225566",1.162,1.2675,0.019,0.0145,1.364,1.1935,0.024,1.241
"UNC090227520",1.484,1.4825,0.06,1.5595,1.793,0.0625,0.083,0.043
"UNC090228089",1.8885,1.8715,1.702,1.919,2.303,1.86,1.9125,1.784
"UNC090229007",1.2905,1.3605,0.029,1.5235,1.545,1.4105,1.6585,1.315
"UNC090229233",0.3755,0.3545,0.658,0.3805,0.373,0.354,0.599,0.684
"UNC090233434",0.453,0.468,1.626,1.6675,0.478,0.4045,1.669,1.649
"UNC090235011",0.918,0.935,0.953,1.1315,1.146,0.8785,0.8055,0.889
"UNC090238609",0.8675,0,0,0.8385,0.002,0.7315,1.015,0.734
"UNC090241296",0.08,0.085,0.404,0.037,0.312,0.3955,0.0855,0.086
"UNC090241459",0.106,0.103,1.144,0.1195,1.155,0.0985,0.093,0.099
"UNC090241693",1.179,0.0265,0.021,1.391,1.24,1.3535,0.0415,0.025
"UNC090248298",0.0605,0.0795,0.074,0.07,0.066,0.094,0.076,0.051
"UNC090253119",0.0095,0.0115,1.071,0.0125,0.927,1.0955,0.019,1.108
"UNC090255421",0.165,1.3175,0.168,0.379,1.438,0.1375,0.807,1.469
"UNC090256644",0.0355,0.035,0.857,0.065,0.042,0.914,1.019,0.042
"UNC090256977",1.0965,0.036,0.051,0.0595,0.047,1.2095,0.052,1.208
"UNC090261455",0.363,1.3965,1.275,1.4715,0.662,1.386,0.284,1.261
"UNC090263695",0.4015,0.407,0.411,0.3565,0.353,0.407,0.437,0.425
"UNC090266480",0.8785,0.8575,0.077,0.051,0.6,0.8655,0.041,0.94
"UNC090266661",1.064,1.0745,0.046,0.0365,0.794,1.1415,0.034,0.045
"UNC090269824",0.0415,0.0415,1.141,1.102,0.027,0.036,0.033,0.037
"UNC090270611",2.5925,2.5205,2.374,2.496,3.083,2.4625,2.53,2.273
"UNC090270947",0.6085,0.8165,1.247,0.765,1.081,0.82,1.2095,1.271
"UNC090271858",0.161,0.183,0.984,1.186,0.234,0.1535,0.16,0.145
"UNC090273817",0.6705,0.694,0.062,0.656,0.509,0.6535,0.6645,0.654
"UNC090276663",1.186,1.1595,0.012,1.265,1.235,1.15,1.209,0.009
"UNC090276915",1.0635,1.061,0.981,1.2745,0.341,1.039,1.293,1.127
"UNC090277125",0.0585,0.0195,0.066,0.051,0.015,0.0185,0.0555,0.038
"UNC090277292",0.0065,0.0065,0.734,0.0095,0.006,0.0055,0.005,0.006
"UNC090277572",0.236,0.2065,0.337,0.3065,0.272,0.2355,0.2375,0.229
"UNC090280403",0.4235,0.468,0.012,0.007,0.347,0.4115,0.0125,0.458
"UNC090280590",0.666,0.6665,0.473,0.61,1.014,0.6505,0.6015,0.531
"UNC090286477",0.7785,0.769,0.656,0.8055,0.962,0.783,0.735,0.657
"UNC090290020",0.0395,0.036,0.962,0.959,0.045,0.041,0.029,0.022
"UNC090290693",1.22,1.3025,0.095,1.43,1.329,1.2515,1.4485,0.071
"UNC090293135",0.02,0.0105,0.032,0.0205,0.014,0.0655,0.0625,0.026
"UNC090294893",0.054,0.04,0.028,0.0765,0.028,0.0235,0.0295,0.038
"UNC090299874",0.632,0.5665,0,0.482,0.406,0.5895,0.5305,0.584
"UNC090302332",0.049,0.051,0.904,0.0465,0.052,0.0455,0.046,0.894
"UNC090309084",0.9015,0.036,0.91,0.032,0.025,0.032,0.029,0.03
"UNC090310666",0.0095,0.6215,0.004,0.5565,0.362,0.6095,0.5495,0.005
"UNC090312545",0.0765,0.079,0.423,0.0695,0.078,0.057,0.5385,0.06
"UNC090314328",1.0185,0.1015,0.902,1.138,0.098,1.1045,0.062,1.067
"UNC090315219",0.02,1.1745,0.021,1.3285,1.415,1.249,0.024,1.225
"UNC090316189",0.0385,0.909,0.042,0.919,0.944,0.0395,0.019,0.009
"UNC090316360",0.056,1.435,0.055,0.048,1.632,1.4905,0.0275,1.455
"UNC090323900",1.057,0.055,1.075,0.035,0.064,0.0375,1.158,0.024
"UNC090324166",0.1225,0.106,0.106,0.3595,0.162,0.1225,0.065,0.077
"UNC090324910",0.017,0.0225,0.523,0.5255,0.018,0.598,0.021,0.011
"UNC090325385",0.091,0.8095,0.076,0.798,0.107,0.086,0.8755,0.068
"UNC090325734",0.046,0.9175,0.073,0.902,0.8,0.0795,1.0065,0.936
"UNC090325915",1.427,1.396,1.343,1.389,1.732,1.348,1.212,1.242
"UNC090326906",0.7465,0.269,0.699,0.253,0.283,0.757,0.8605,0.756
"UNC090327825",0.229,0.123,0.547,0.3905,0.092,0.115,0.2225,0.133
"UNC090329323",1.5695,1.528,1.447,1.6015,1.992,1.5065,1.512,1.405
"UNC090332521",0.2405,1.234,0.076,0.0925,1.489,0.238,0.0695,1.163
"UNC090336865",0.035,0.985,0.013,0.9945,0.927,0.997,0.968,0.02
"UNC090339208",1.3685,0.0065,1.248,0.061,0.005,0.0065,1.409,1.292
"UNC090340603",0.779,0.023,0.649,0.77,0.028,0.0225,0.0195,0.028
"UNC090345649",1.0845,0.0505,1.08,0.212,0.051,0.057,0.9445,0.208
"UNC090346834",1.551,0.0775,1.499,0.0865,0.105,0.077,0.1055,1.506
"UNC090349078",1.164,1.2905,1.107,1.2915,1.474,1.2855,1.323,1.159
"UNC090357185",0.9605,0.0055,1.027,0,0.952,5e-04,5e-04,0.001
"UNC090363409",0.0155,1.1145,0.016,1.144,1.043,1.092,1.208,1.118
"UNC090366465",0.0385,1.2275,0.04,0.044,1.341,0.036,1.2965,0.036
"UNC090368888",1.2595,0.1215,1.252,1.447,0.101,0.1055,1.5025,0.11
"UNC090369070",0.6425,0.338,0.526,0.307,0.353,0.6195,0.383,0.316
"UNC090371355",1.125,0.0105,1.183,0.0105,0.009,0.022,0.021,0.026
"UNC090374068",0.0245,0.064,1.319,0.064,0.049,0.042,0.039,0.058
"UNC090378077",0.0245,0.8425,0.011,0.016,0.039,0.887,0.9215,0.86
"UNC090379276",0.002,1.036,0.002,1.178,0.013,0.0045,0.0045,1.037
"UNC090380772",0.4975,0.4345,0.46,0.51,0.556,0.493,0.464,0.419
"UNC090388158",0.162,0.1765,0.122,0.183,0.177,0.145,0.1755,0.126
"UNC090388497",2.024,2.0545,1.819,2.1115,2.447,1.933,1.9695,1.914
"UNC090393690",0.911,0.9275,0.949,0.026,0.013,0.903,0.8645,0.019
"UNC090415026",0.8605,0.836,0.87,0.0325,0.027,0.008,0.033,0.043
"UNC090420029",0.604,0.62,1.005,1.0855,0,0.621,0.0035,0.002
"UNC090440250",0.8865,0.005,0.93,0.113,0.006,0.007,0.069,0.165
"UNC090455169",1.1125,1.142,1.12,0.1935,0.382,1.1375,0.147,0.123
"UNC090459362",0.958,0.998,0.868,0.0505,0.075,0.9905,0.0575,0.05
"UNC090480404",1.489,1.541,1.457,0.1355,0.114,0.0795,0.1325,1.53
"UNC090481644",0.022,0.0315,0.033,0.0285,0.978,0.0345,1.0525,1.04
"UNC090485124",0.04,0.1045,0.042,0.6365,0.652,0.042,0.656,0.105
"UNC090491678",0.073,1.3095,0.074,1.26,0.023,0.2805,0.296,1.353
"UNC090504281",0.0655,0.0655,1.037,0.0395,0.037,0.039,0.0635,0.06
"UNC090505071",1.0105,1.077,1.058,0.028,0.017,0.0345,1.2025,0.026
"UNC090510449",0.6505,0.6785,0.798,0.36,0.779,0.767,0.5355,0.472
"UNC090517636",0.906,0.0315,0.902,0.0755,0.022,0.9785,0.0075,0.06
"UNC090529188",0.856,1.1845,0.213,1.5105,1.315,0.8465,0.912,1.537
"UNC090530764",0.0225,0.036,0.453,0.318,0.039,0.02,0.025,0.028
"UNC090531109",0.6165,0.013,0.668,0.033,0.013,0.009,0.628,0.682
"UNC090535830",0.0175,0.735,0.016,1.0645,0.566,0.7405,0.013,0.016
"UNC090546825",0.038,0.0385,1.148,0.0505,0.043,1.1595,1.276,1.206
"UNC090568283",0.8595,0.8695,0.893,0.0565,0.057,0.8895,0.0375,0.873
"UNC090598902",0.752,0.707,0.733,0.071,0.454,0.0845,0.7205,0.049
"UNC090638995",1.234,1.186,1.232,0.0995,0.086,0.0635,0.0905,0.051
"UNC090642987",0.9325,0.9945,0.92,0.089,0.956,0.8875,0.019,0.041
"UNC090646410",0.478,0.512,0.551,0.0985,0.201,0.488,0.0775,0.531
"UNC090672013",0.027,0.011,0.005,1.5145,0.022,1.3625,0.024,1.333
"UNC090683529",0.6295,0.649,0.612,0.627,0.65,0.468,0.4595,0.412
"UNC090693013",0.5655,0.5855,0.536,0.539,0.653,0.539,0.522,0.489
"UNC090698729",0.835,0.707,0.683,0.024,0.018,0.739,0.028,0.835
"UNC090733532",0.0585,0.0525,0.046,1.383,0.046,0.0385,1.3795,1.284
"UNC090746633",0.984,0.9895,1.046,0.129,0.874,0.1485,0.101,1.051
"UNC090858274",0.9175,0.973,0.939,0.2585,1.09,0.2625,0.95,0.17
"UNC090875205",1.3415,1.424,1.369,0.044,0.048,0.053,0.042,1.338
"UNC091069796",0.616,0.558,0.683,0.0135,0.446,0.0015,0.007,0.008
"UNC091081987",0.8695,0.8235,0.729,0.902,1.054,0.7985,0.8045,0.749
"UNC091131971",0.08,0.0505,0.076,0.079,0.041,0.073,0.074,0.03
"UNC091135886",0.052,0.035,0.065,0.8315,0.799,0.7885,0.842,0.757
"UNC091160886",0.0645,0.07,1.131,0.0445,0.097,0.0695,0.0465,0.031
"UNC091171474",1.073,1.127,1.094,0.03,0.031,1.134,0.029,0.043
"UNC091275013",1.5095,0.0625,0.054,0.0645,1.775,1.5715,0.0695,1.548
"UNC091389964",0.161,0.156,0.165,0.079,1.368,1.2125,1.293,1.173
"UNC091392457",0.774,0.773,0.782,0.669,0.043,0.7495,0.002,0.041
"UNC091404453",0.0385,0.0525,0.04,0.072,1.158,0.0505,0.999,0.967
"UNC100002335",0.832,0.795,0.808,0.8575,1.07,0.8075,0.747,0.794
"UNC100003628",1.286,1.25,0.091,1.3065,1.2,1.2765,0.0945,0.089
"UNC100004766",1.646,1.542,1.465,1.739,1.927,1.5695,1.6825,1.519
"UNC100006012",0.0425,0.0235,0.827,0.034,0.847,0.044,0.0305,0.06
"UNC100007206",0.0155,0.023,1.003,0.0165,1.108,1.0565,0.025,0.029
"UNC100010006",1.9195,2.011,0.033,1.99,2.276,1.7835,2.131,1.87
"UNC100012363",0.0185,0.9415,1.228,0.014,0.017,0.018,0.0215,0.019
"UNC100014193",0.908,0.057,0.057,0.9565,0.039,0.9035,0.9155,0.055
"UNC100015018",0.186,0.1805,0.941,0.137,0.211,0.159,0.928,0.909
"UNC100015048",0.8895,0.8775,0.673,0.809,1.074,0.768,0.7265,0.758
"UNC100015468",0.764,0.6625,0.499,0.655,0.78,0.6905,0.6305,0.59
"UNC100018945",0.0225,1.3545,1.36,0.036,0.041,0.031,1.316,0.032
"UNC100019701",0.2325,0.2065,0.026,0.2155,0.126,0.0275,0.2395,0.197
"UNC100020956",0.0065,1.0005,1.073,0.0065,0.007,1.03,0.004,1.066
"UNC100021939",0.1125,0.1125,1.178,1.3405,0.191,0.099,1.408,0.118
"UNC100022188",0.719,0.0605,0.063,0.06,0.052,0.7145,0.636,0.051
"UNC100022527",0.103,0.495,0.429,0.124,0.522,0.093,0.14,0.126
"UNC100023368",1.1945,0.011,0.01,0.916,0.012,0.0115,0.8805,1.105
"UNC100024646",0.577,0.0245,0.485,0.0245,0.556,0.5335,0.033,0.535
"UNC100028611",0.5825,0.601,0.049,0.514,0.437,0.0555,0.016,0.629
"UNC100028744",0.0155,0.031,1.146,1.2235,1.227,1.2135,0.0105,0.023
"UNC100030393",1.9785,1.9455,1.843,1.965,2.38,1.945,2.058,1.85
"UNC100032505",0.401,0.37,0.513,0.5705,0.372,0.545,0.3605,0.367
"UNC100035411",1.0385,1.0305,0.024,0.025,1.152,1.0455,0.024,0.025
"UNC100036264",0.5625,0.004,0.001,0.527,0.51,0.541,0.0035,0.004
"UNC100038807",0.631,0.04,0.027,0.7055,0.047,0.643,0.6255,0.032
"UNC100040684",0.059,0.0625,1.108,1.272,1.208,1.167,0.0505,0.064
"UNC100042683",2.2265,2.092,1.934,2.2395,2.646,2.055,2.0805,2.016
"UNC100043776",0.983,0.95,0.03,0.044,0.865,0.967,0.9395,0.031
"UNC100044291",0.039,0.0325,0.711,0.774,0.581,0.03,0.7425,0.03
"UNC100045600",1.583,1.569,1.437,1.667,2.079,1.5905,1.5305,1.472
"UNC100045775",0.06,0.0535,0.525,0.051,0.061,0.0585,0.3665,0.481
"UNC100046995",1.3725,1.416,1.323,1.456,1.702,1.335,1.3535,1.343
"UNC100047554",0.017,0.02,0.026,0.021,0.031,0.0215,0.0275,0.019
"UNC100047974",0.077,1.5335,1.463,1.018,1.66,1.394,0.1075,0.092
"UNC100050353",1.617,1.6135,1.62,1.683,2.102,1.63,1.682,1.62
"UNC100055812",0.0565,1.4645,1.538,0.056,1.583,1.5245,0.0505,0.043
"UNC100058346",0.543,0.346,0.365,0.4575,0.534,0.36,0.769,0.556
"UNC100058450",0.6415,0.6005,0.726,0.5355,0.398,0.6805,0.529,0.781
"UNC100058537",0.036,0.913,0.907,0.047,0.83,0.9575,0.038,0.888
"UNC100058742",1.857,1.755,1.691,1.8425,2.184,1.7485,1.796,1.632
"UNC100059180",0.228,0.2215,0.228,0.247,0.306,0.243,0.167,0.234
"UNC100059445",0.0405,0.668,0.771,0.0335,0.371,0.0365,0.0315,0.045
"UNC100059810",0.021,1.0535,1.128,0.0155,0.024,0.029,0.0275,0.023
"UNC100059958",1.6375,1.5405,1.43,1.6265,2.056,1.5255,1.57,1.375
"UNC100060473",0.1715,0.1805,0.155,0.1745,0.17,0.1865,0.1795,0.155
"UNC100060763",1.368,1.3835,1.245,1.49,1.936,1.4125,1.4355,1.342
"UNC100060842",0.016,0.0225,0.017,0.024,0.014,0.018,0.0215,0.011
"UNC100061256",0.3535,0.007,0.005,0.3235,0.009,0.414,0.465,0.449
"UNC100067000",0.8975,0.8685,0.906,0.042,0.644,0.8405,0.037,0.048
"UNC100071604",1.0885,1.0675,1.003,0.0175,1.099,0.0355,0.031,1.007
"UNC100084899",0.404,0.4985,0.74,0.5205,0.764,0.7205,0.6165,0.743
"UNC100087513",0.0375,0.044,0.023,0.056,0.065,0.039,0.0565,0.033
"UNC100087833",1.4185,1.3375,1.267,1.4215,1.785,1.3995,1.3435,1.282
"UNC100088350",0.1615,0.1915,0.147,0.155,0.204,0.204,0.132,0.187
"UNC100088717",0.474,0.5015,1.093,1.1475,0.438,0.4645,1.166,0.431
"UNC100089274",2.1265,2.093,2.032,2.193,2.781,2.1925,2.0595,1.907
"UNC100089982",0.8435,0.7875,0.777,0.8095,1.072,0.7615,0.7545,0.819
"UNC100091150",1.2165,1.2035,0.79,1.2225,1.335,1.233,1.1775,1.184
"UNC100092985",1.2125,1.3035,0.064,0.0325,1.351,1.254,0.0315,0.045
"UNC100093095",0.299,0.285,0.241,0.249,0.219,0.277,0.234,0.224
"UNC100093266",0.2775,0.2415,0.238,0.2575,0.196,0.211,0.179,0.255
"UNC100093882",0.272,0.263,1.007,0.961,0.311,0.261,0.266,0.998
"UNC100096951",2.1975,2.0545,1.996,2.108,2.762,2.1155,2.055,1.935
"UNC100102164",1.2845,1.27,0.29,1.2695,1.345,1.35,0.1565,1.283
"UNC100106332",0.0475,0.0435,0.693,0.018,0.049,0.756,0.0095,0.02
"UNC100114002",1.0385,1.024,1.068,0.903,1.404,1.0715,0.771,1.035
"UNC100115809",0.1745,0.172,1.406,0.1005,0.186,0.1525,0.112,0.114
"UNC100116712",1.1875,1.082,1.015,1.1285,1.326,1.1055,0.858,1.368
"UNC100116903",1.16,1.1405,0.163,0.1345,1.029,1.152,1.0495,0.156
"UNC100117633",0.007,0.0125,0.795,0.0045,0.357,0.011,0.0035,0.75
"UNC100119049",0.0035,0.0045,0.778,0.0055,0.006,0.8155,0.0075,0.81
"UNC100119518",0.7945,0.6955,0.74,0.8145,0.946,0.7465,0.7785,0.636
"UNC100121177",0,0.0025,1.184,1.2005,0,0.002,0.0075,1.202
"UNC100122417",0.275,0.253,0.393,0.468,0.333,0.4145,0.217,0.326
"UNC100122470",0.8935,0.8885,0.144,0.762,0.801,0.155,0.069,0.902
"UNC100125880",0.018,0.016,1.151,0.017,0.02,0.0135,1.246,1.189
"UNC100126319",1.0945,1.095,0.016,0.0155,0.013,1.093,0.0165,1.074
"UNC100126751",0.303,0.296,0.232,0.324,0.371,0.2785,0.2835,0.247
"UNC100129643",0.3165,0.2945,0.282,0.2605,0.395,0.319,0.2225,0.322
"UNC100129834",0.3085,0.318,1.255,0.2745,0.366,0.2905,0.252,0.258
"UNC100129845",0.1745,0.199,1.445,0.1855,1.406,1.393,0.1585,0.176
"UNC100131318",0.043,0.041,1.278,0.045,0.064,1.374,1.4045,0.035
"UNC100133317",0.3965,0.0205,0.028,0.4505,0.028,0.024,0.312,0.384
"UNC100133723",1.334,1.361,0.061,0.0925,1.378,1.3145,0.083,1.146
"UNC100134718",0.4905,0.0305,0.024,0.0235,0.015,0.478,0.0245,0.488
"UNC100135318",0.032,0.0195,1.05,1.172,1.041,0.028,0.033,1.01
"UNC100149177",1.577,0.0285,1.443,0.035,0.043,0.031,1.59,1.515
"UNC100149421",0.011,0.0115,1.189,0.012,1.159,0.0105,0.005,0.011
"UNC100150817",0.5225,0.5235,0.462,0.0675,0.046,0.531,0.049,0.468
"UNC100156403",0.057,0.057,0.055,0.066,0.101,0.0485,0.676,0.052
"UNC100156546",1.617,1.612,1.373,1.6685,2.103,1.5645,1.543,1.46
"UNC100156862",1.3935,1.369,1.246,1.5635,1.687,1.4265,1.539,1.311
"UNC100158383",1.7175,1.65,1.635,1.711,2.221,1.672,1.6575,1.582
"UNC100158563",0.558,0.525,0.529,0.5645,0.523,0.576,0.596,0.539
"UNC100159106",0.096,0.1105,0.103,0.1055,0.092,0.1225,0.103,0.086
"UNC100159748",0.862,0.8725,0.373,0.2925,0.841,0.8385,0.735,0.556
"UNC100160575",0.6675,0.685,0.571,0.6765,0.857,0.686,0.9085,0.743
"UNC100160749",0.965,0.8575,0.922,0.858,0.558,0.936,0.834,0.993
"UNC100160939",1.169,1.1855,1.161,1.2435,1.609,1.262,1.1885,1.114
"UNC100162660",0.412,0.425,0.18,0.374,0.418,0.3845,0.082,0.362
"UNC100163374",1.367,1.3705,1.258,1.425,1.892,1.378,1.342,1.271
"UNC100163385",0.2275,0.243,0.222,0.068,0.082,0.088,0.092,0.115
"UNC100167584",0.076,0.0875,1.186,1.2735,1.215,0.0855,0.097,1.194
"UNC100170236",0.072,0.0625,0.993,0.057,0.063,0.0695,0.0795,1.132
"UNC100178586",1.63,1.5855,1.365,1.653,1.949,1.539,1.538,1.405
"UNC100181069",1.3075,1.372,1.334,0.02,1.526,0.006,1.3735,0.013
"UNC100182131",0.573,0.5925,0.54,0.584,0.836,0.5995,0.5515,0.501
"UNC100184713",1.3675,1.3075,1.168,1.393,1.782,1.314,1.306,1.224
"UNC100187548",0.0795,0.075,0.945,0.053,0.075,0.934,0.887,1.002
"UNC100192022",1.453,1.5315,1.344,1.5785,1.918,1.4775,1.569,1.392
"UNC100203064",1.233,0.038,1.113,0.026,0.018,1.1135,0.9485,1.252
